ID,orderNumber,description,status,orderType,plantCode,plantName,location,equipmentNumber,equipmentDescription,scheduledStart,scheduledEnd,workCenter,planner,equipmentCriticality,safetyRisk,productionImpact,priority,priorityScore,estimatedDowntimeHrs,downtimeCostPerHour,currency,failureRiskScore
d90ca786-5818-42a0-9769-0bc6078f9d1d,ORD-3143,"Packaging Machine - Low criticality / High safety / Low production impact (case 144)",Completed,Predictive,P400,Riyadh Plant,Boiler Room,EQ-1143,Packaging Machine,2026-08-16T09:00:00.000Z,2026-08-16T16:00:00.000Z,WC-CIVIL,Fatimah Al-Zahrani,Low,High,Low,Urgent,100,8.00,1050.00,SAR,63
ef19aebe-ed61-4559-9291-3977133cc89a,ORD-3144,"Pressure Sensor - High criticality / Medium safety / High production impact (case 145)",Open,Corrective,P100,Jubail Plant,Utility Yard,EQ-1144,Pressure Sensor,2026-08-17T10:00:00.000Z,2026-08-17T12:00:00.000Z,WC-MECH,Khalid Al-Dosari,High,Medium,High,High,15,1.00,1300.00,SAR,64
ae6b6116-a286-4b14-9f64-5c0a5f237c1c,ORD-3145,"Pump Station Motor - High criticality / Medium safety / Medium production impact (case 146)",InProcess,Preventive,P200,Yanbu Plant,Packaging Hall,EQ-1145,Pump Station Motor,2026-08-18T11:00:00.000Z,2026-08-18T14:00:00.000Z,WC-ELEC,Noura Al-Shehri,High,Medium,Medium,High,14,2.00,1550.00,SAR,65
46c96a2a-5a1f-440d-8748-1001db225111,ORD-3146,"Cooling Tower Fan - High criticality / Medium safety / Low production impact (case 147)",Planned,Predictive,P300,Dammam Plant,Tank Farm,EQ-1146,Cooling Tower Fan,2026-08-19T12:00:00.000Z,2026-08-19T16:00:00.000Z,WC-INST,Faisal Al-Ghamdi,High,Medium,Low,High,13,3.00,1800.00,SAR,66
c9935900-8d04-438e-aea4-4bfd1f441337,ORD-3147,"Valve Actuator - Medium criticality / Medium safety / High production impact (case 148)",Completed,Corrective,P400,Riyadh Plant,Control Room,EQ-1147,Valve Actuator,2026-08-20T13:00:00.000Z,2026-08-20T18:00:00.000Z,WC-CIVIL,Huda Al-Malki,Medium,Medium,High,High,13,4.00,2050.00,SAR,67
9c993675-a8c9-4b1e-b0fb-bb383fdfe9f6,ORD-3148,"Control Panel - Medium criticality / Medium safety / Medium production impact (case 149)",Open,Preventive,P100,Jubail Plant,Pump Station,EQ-1148,Control Panel,2026-08-21T14:00:00.000Z,2026-08-21T20:00:00.000Z,WC-MECH,Abdullah Al-Amri,Medium,Medium,Medium,Medium,12,5.00,2300.00,SAR,68
cf809c17-ff96-437f-8479-9ded490b0ad2,ORD-3149,"Heat Exchanger - Medium criticality / Medium safety / Low production impact (case 150)",InProcess,Predictive,P200,Yanbu Plant,Cooling Tower,EQ-1149,Heat Exchanger,2026-08-22T15:00:00.000Z,2026-08-22T22:00:00.000Z,WC-ELEC,Reem Al-Subaie,Medium,Medium,Low,Medium,11,6.00,2550.00,SAR,69
193a3989-cd56-42cf-b4f2-6bcc29a52aeb,ORD-3150,"Compressor Unit - Low criticality / Medium safety / High production impact (case 151)",Planned,Corrective,P300,Dammam Plant,Compressor House,EQ-1150,Compressor Unit,2026-08-23T06:00:00.000Z,2026-08-23T08:00:00.000Z,WC-INST,Ahmed Al-Otaibi,Low,Medium,High,Medium,11,7.00,2800.00,SAR,70
20aba1ea-22d9-4439-a042-ec6a77568bbf,ORD-3151,"Conveyor Motor - Low criticality / Medium safety / Medium production impact (case 152)",Completed,Preventive,P400,Riyadh Plant,Line 1,EQ-1151,Conveyor Motor,2026-08-24T07:00:00.000Z,2026-08-24T10:00:00.000Z,WC-CIVIL,Sara Al-Qahtani,Low,Medium,Medium,Medium,10,8.00,3050.00,SAR,71
94209f9e-8dba-477c-a733-65abe642e0e5,ORD-3152,"Backup Generator - Low criticality / Medium safety / Low production impact (case 153)",Open,Predictive,P100,Jubail Plant,Line 2,EQ-1152,Backup Generator,2026-08-25T08:00:00.000Z,2026-08-25T12:00:00.000Z,WC-MECH,Mohammed Al-Harbi,Low,Medium,Low,Medium,9,1.00,3300.00,SAR,72
28f18228-cf1d-4bbf-a9c2-0a92bbb30412,ORD-3153,"Packaging Machine - High criticality / Low safety / High production impact (case 154)",InProcess,Corrective,P200,Yanbu Plant,Boiler Room,EQ-1153,Packaging Machine,2026-08-26T09:00:00.000Z,2026-08-26T14:00:00.000Z,WC-ELEC,Fatimah Al-Zahrani,High,Low,High,Medium,12,2.00,3550.00,SAR,73
1a29df54-765b-4e77-a30e-c79258184fc0,ORD-3154,"Pressure Sensor - High criticality / Low safety / Medium production impact (case 155)",Planned,Preventive,P300,Dammam Plant,Utility Yard,EQ-1154,Pressure Sensor,2026-08-27T10:00:00.000Z,2026-08-27T16:00:00.000Z,WC-INST,Khalid Al-Dosari,High,Low,Medium,Medium,11,3.00,3800.00,SAR,74
a105c61e-9f16-433e-b3b8-214029982d7e,ORD-3155,"Pump Station Motor - High criticality / Low safety / Low production impact (case 156)",Completed,Predictive,P400,Riyadh Plant,Packaging Hall,EQ-1155,Pump Station Motor,2026-08-28T11:00:00.000Z,2026-08-28T18:00:00.000Z,WC-CIVIL,Noura Al-Shehri,High,Low,Low,Medium,10,4.00,4050.00,SAR,75
4b8a6c7d-3f56-4d8f-b5fd-421e6490fdaa,ORD-3156,"Cooling Tower Fan - Medium criticality / Low safety / High production impact (case 157)",Open,Corrective,P100,Jubail Plant,Tank Farm,EQ-1156,Cooling Tower Fan,2026-08-29T12:00:00.000Z,2026-08-29T14:00:00.000Z,WC-MECH,Faisal Al-Ghamdi,Medium,Low,High,Medium,10,5.00,4300.00,SAR,76
5b8207fe-58be-401e-b2fa-47f8de8b1160,ORD-3157,"Valve Actuator - Medium criticality / Low safety / Medium production impact (case 158)",InProcess,Preventive,P200,Yanbu Plant,Control Room,EQ-1157,Valve Actuator,2026-08-30T13:00:00.000Z,2026-08-30T16:00:00.000Z,WC-ELEC,Huda Al-Malki,Medium,Low,Medium,Medium,9,6.00,4550.00,SAR,77
6d109e16-abdb-4d2b-b1c1-354afeecf23c,ORD-3158,"Control Panel - Medium criticality / Low safety / Low production impact (case 159)",Planned,Predictive,P300,Dammam Plant,Pump Station,EQ-1158,Control Panel,2026-08-31T14:00:00.000Z,2026-08-31T18:00:00.000Z,WC-INST,Abdullah Al-Amri,Medium,Low,Low,Low,8,7.00,4800.00,SAR,78
971e2cb6-ebfb-4dbf-a1fb-45ba9e5882c5,ORD-3159,"Heat Exchanger - Low criticality / Low safety / High production impact (case 160)",Completed,Corrective,P400,Riyadh Plant,Cooling Tower,EQ-1159,Heat Exchanger,2026-09-01T15:00:00.000Z,2026-09-01T20:00:00.000Z,WC-CIVIL,Reem Al-Subaie,Low,Low,High,Low,8,8.00,5050.00,SAR,79
5cc32e77-6a79-4322-8752-f116dfacba18,ORD-3160,"Compressor Unit - Low criticality / Low safety / Medium production impact (case 161)",Open,Preventive,P100,Jubail Plant,Compressor House,EQ-1160,Compressor Unit,2026-08-13T06:00:00.000Z,2026-08-13T12:00:00.000Z,WC-MECH,Ahmed Al-Otaibi,Low,Low,Medium,Low,7,1.00,300.00,SAR,80
824756f2-37dd-418f-9aba-47078ca900d4,ORD-3161,"Conveyor Motor - Low criticality / Low safety / Low production impact (case 162)",InProcess,Predictive,P200,Yanbu Plant,Line 1,EQ-1161,Conveyor Motor,2026-08-14T07:00:00.000Z,2026-08-14T14:00:00.000Z,WC-ELEC,Sara Al-Qahtani,Low,Low,Low,Low,6,2.00,550.00,SAR,81
0544b8b0-7c8d-47c1-8f37-0cb15b2494d2,ORD-3162,"Backup Generator - High criticality / High safety / High production impact (case 163)",Planned,Corrective,P300,Dammam Plant,Line 2,EQ-1162,Backup Generator,2026-08-15T08:00:00.000Z,2026-08-15T10:00:00.000Z,WC-INST,Mohammed Al-Harbi,High,High,High,Urgent,100,3.00,800.00,SAR,82
582e83b2-0239-4f3b-b350-074370c9c0ed,ORD-3163,"Packaging Machine - High criticality / High safety / Medium production impact (case 164)",Completed,Preventive,P400,Riyadh Plant,Boiler Room,EQ-1163,Packaging Machine,2026-08-16T09:00:00.000Z,2026-08-16T12:00:00.000Z,WC-CIVIL,Fatimah Al-Zahrani,High,High,Medium,Urgent,100,4.00,1050.00,SAR,83
e5b42960-2e5e-44b0-90f3-11d77feedc81,ORD-3164,"Pressure Sensor - High criticality / High safety / Low production impact (case 165)",Open,Predictive,P100,Jubail Plant,Utility Yard,EQ-1164,Pressure Sensor,2026-08-17T10:00:00.000Z,2026-08-17T14:00:00.000Z,WC-MECH,Khalid Al-Dosari,High,High,Low,Urgent,100,5.00,1300.00,SAR,84
f20f50de-eff3-4775-973a-71d28b5c5512,ORD-3165,"Pump Station Motor - Medium criticality / High safety / High production impact (case 166)",InProcess,Corrective,P200,Yanbu Plant,Packaging Hall,EQ-1165,Pump Station Motor,2026-08-18T11:00:00.000Z,2026-08-18T16:00:00.000Z,WC-ELEC,Noura Al-Shehri,Medium,High,High,Urgent,100,6.00,1550.00,SAR,85
e5a816e9-20ba-4efc-8799-79f6e25d1b8d,ORD-3166,"Cooling Tower Fan - Medium criticality / High safety / Medium production impact (case 167)",Planned,Preventive,P300,Dammam Plant,Tank Farm,EQ-1166,Cooling Tower Fan,2026-08-19T12:00:00.000Z,2026-08-19T18:00:00.000Z,WC-INST,Faisal Al-Ghamdi,Medium,High,Medium,Urgent,100,7.00,1800.00,SAR,86
b7c8adff-1a83-4bd7-9389-9f38be974f5d,ORD-3167,"Valve Actuator - Medium criticality / High safety / Low production impact (case 168)",Completed,Predictive,P400,Riyadh Plant,Control Room,EQ-1167,Valve Actuator,2026-08-20T13:00:00.000Z,2026-08-20T20:00:00.000Z,WC-CIVIL,Huda Al-Malki,Medium,High,Low,Urgent,100,8.00,2050.00,SAR,87
74a87c71-c508-473b-91ed-cf098b60d680,ORD-3168,"Control Panel - Low criticality / High safety / High production impact (case 169)",Open,Corrective,P100,Jubail Plant,Pump Station,EQ-1168,Control Panel,2026-08-21T14:00:00.000Z,2026-08-21T16:00:00.000Z,WC-MECH,Abdullah Al-Amri,Low,High,High,Urgent,100,1.00,2300.00,SAR,88
e8ead4a7-2f99-4293-bce5-0ba914efb309,ORD-3169,"Heat Exchanger - Low criticality / High safety / Medium production impact (case 170)",InProcess,Preventive,P200,Yanbu Plant,Cooling Tower,EQ-1169,Heat Exchanger,2026-08-22T15:00:00.000Z,2026-08-22T18:00:00.000Z,WC-ELEC,Reem Al-Subaie,Low,High,Medium,Urgent,100,2.00,2550.00,SAR,89
f877abf8-9f08-4ab7-8d7d-232284bd3c11,ORD-3170,"Compressor Unit - Low criticality / High safety / Low production impact (case 171)",Planned,Predictive,P300,Dammam Plant,Compressor House,EQ-1170,Compressor Unit,2026-08-23T06:00:00.000Z,2026-08-23T10:00:00.000Z,WC-INST,Ahmed Al-Otaibi,Low,High,Low,Urgent,100,3.00,2800.00,SAR,90
ab1c4147-d438-4a9e-bdb9-346121e7a17b,ORD-3171,"Conveyor Motor - High criticality / Medium safety / High production impact (case 172)",Completed,Corrective,P400,Riyadh Plant,Line 1,EQ-1171,Conveyor Motor,2026-08-24T07:00:00.000Z,2026-08-24T12:00:00.000Z,WC-CIVIL,Sara Al-Qahtani,High,Medium,High,High,15,4.00,3050.00,SAR,91
77f627d4-b70f-47ce-a6f5-a52ac3e2c91e,ORD-3172,"Backup Generator - High criticality / Medium safety / Medium production impact (case 173)",Open,Preventive,P100,Jubail Plant,Line 2,EQ-1172,Backup Generator,2026-08-25T08:00:00.000Z,2026-08-25T14:00:00.000Z,WC-MECH,Mohammed Al-Harbi,High,Medium,Medium,High,14,5.00,3300.00,SAR,92
e68eeabe-0593-4f84-bc43-403cab90d3c1,ORD-3173,"Packaging Machine - High criticality / Medium safety / Low production impact (case 174)",InProcess,Predictive,P200,Yanbu Plant,Boiler Room,EQ-1173,Packaging Machine,2026-08-26T09:00:00.000Z,2026-08-26T16:00:00.000Z,WC-ELEC,Fatimah Al-Zahrani,High,Medium,Low,High,13,6.00,3550.00,SAR,93
883f7790-36bd-4a06-bc01-2e7c7d73163b,ORD-3174,"Pressure Sensor - Medium criticality / Medium safety / High production impact (case 175)",Planned,Corrective,P300,Dammam Plant,Utility Yard,EQ-1174,Pressure Sensor,2026-08-27T10:00:00.000Z,2026-08-27T12:00:00.000Z,WC-INST,Khalid Al-Dosari,Medium,Medium,High,High,13,7.00,3800.00,SAR,94
54977207-ff35-4640-8ea1-d7e7074d3fc6,ORD-3175,"Pump Station Motor - Medium criticality / Medium safety / Medium production impact (case 176)",Completed,Preventive,P400,Riyadh Plant,Packaging Hall,EQ-1175,Pump Station Motor,2026-08-28T11:00:00.000Z,2026-08-28T14:00:00.000Z,WC-CIVIL,Noura Al-Shehri,Medium,Medium,Medium,Medium,12,8.00,4050.00,SAR,95
13fa2b0b-f4d5-4d0e-b37e-c7526923ad9e,ORD-3176,"Cooling Tower Fan - Medium criticality / Medium safety / Low production impact (case 177)",Open,Predictive,P100,Jubail Plant,Tank Farm,EQ-1176,Cooling Tower Fan,2026-08-29T12:00:00.000Z,2026-08-29T16:00:00.000Z,WC-MECH,Faisal Al-Ghamdi,Medium,Medium,Low,Medium,11,1.00,4300.00,SAR,96
75239e3a-fff4-4041-9803-20d79da7ca4c,ORD-3177,"Valve Actuator - Low criticality / Medium safety / High production impact (case 178)",InProcess,Corrective,P200,Yanbu Plant,Control Room,EQ-1177,Valve Actuator,2026-08-30T13:00:00.000Z,2026-08-30T18:00:00.000Z,WC-ELEC,Huda Al-Malki,Low,Medium,High,Medium,11,2.00,4550.00,SAR,97
b2239b80-3aab-4a14-9ea6-5b4df8241177,ORD-3178,"Control Panel - Low criticality / Medium safety / Medium production impact (case 179)",Planned,Preventive,P300,Dammam Plant,Pump Station,EQ-1178,Control Panel,2026-08-31T14:00:00.000Z,2026-08-31T20:00:00.000Z,WC-INST,Abdullah Al-Amri,Low,Medium,Medium,Medium,10,3.00,4800.00,SAR,98
b29663f2-4d04-4803-bd1f-581c80c21406,ORD-3179,"Heat Exchanger - Low criticality / Medium safety / Low production impact (case 180)",Completed,Predictive,P400,Riyadh Plant,Cooling Tower,EQ-1179,Heat Exchanger,2026-09-01T15:00:00.000Z,2026-09-01T22:00:00.000Z,WC-CIVIL,Reem Al-Subaie,Low,Medium,Low,Medium,9,4.00,5050.00,SAR,99
4c4e6246-5b23-4b8f-b943-dd67315bee4c,ORD-3180,"Compressor Unit - High criticality / Low safety / High production impact (case 181)",Open,Corrective,P100,Jubail Plant,Compressor House,EQ-1180,Compressor Unit,2026-08-13T06:00:00.000Z,2026-08-13T08:00:00.000Z,WC-MECH,Ahmed Al-Otaibi,High,Low,High,Medium,12,5.00,300.00,SAR,10
1eb98fdb-458e-4e86-a980-66b9966715c9,ORD-3181,"Conveyor Motor - High criticality / Low safety / Medium production impact (case 182)",InProcess,Preventive,P200,Yanbu Plant,Line 1,EQ-1181,Conveyor Motor,2026-08-14T07:00:00.000Z,2026-08-14T10:00:00.000Z,WC-ELEC,Sara Al-Qahtani,High,Low,Medium,Medium,11,6.00,550.00,SAR,11
7fbeff85-7c93-4bf1-9e96-4dc2522df277,ORD-3182,"Backup Generator - High criticality / Low safety / Low production impact (case 183)",Planned,Predictive,P300,Dammam Plant,Line 2,EQ-1182,Backup Generator,2026-08-15T08:00:00.000Z,2026-08-15T12:00:00.000Z,WC-INST,Mohammed Al-Harbi,High,Low,Low,Medium,10,7.00,800.00,SAR,12
1b95e4ec-fa4f-4178-b0bb-6bb03d6c7468,ORD-3183,"Packaging Machine - Medium criticality / Low safety / High production impact (case 184)",Completed,Corrective,P400,Riyadh Plant,Boiler Room,EQ-1183,Packaging Machine,2026-08-16T09:00:00.000Z,2026-08-16T14:00:00.000Z,WC-CIVIL,Fatimah Al-Zahrani,Medium,Low,High,Medium,10,8.00,1050.00,SAR,13
01f74619-261b-407c-9651-6217688ca884,ORD-3184,"Pressure Sensor - Medium criticality / Low safety / Medium production impact (case 185)",Open,Preventive,P100,Jubail Plant,Utility Yard,EQ-1184,Pressure Sensor,2026-08-17T10:00:00.000Z,2026-08-17T16:00:00.000Z,WC-MECH,Khalid Al-Dosari,Medium,Low,Medium,Medium,9,1.00,1300.00,SAR,14
19410cb6-74de-4715-bc7e-0dc9325d591f,ORD-3185,"Pump Station Motor - Medium criticality / Low safety / Low production impact (case 186)",InProcess,Predictive,P200,Yanbu Plant,Packaging Hall,EQ-1185,Pump Station Motor,2026-08-18T11:00:00.000Z,2026-08-18T18:00:00.000Z,WC-ELEC,Noura Al-Shehri,Medium,Low,Low,Low,8,2.00,1550.00,SAR,15
33f51cd9-ff7f-4e88-9672-4cde0eacdf17,ORD-3186,"Cooling Tower Fan - Low criticality / Low safety / High production impact (case 187)",Planned,Corrective,P300,Dammam Plant,Tank Farm,EQ-1186,Cooling Tower Fan,2026-08-19T12:00:00.000Z,2026-08-19T14:00:00.000Z,WC-INST,Faisal Al-Ghamdi,Low,Low,High,Low,8,3.00,1800.00,SAR,16
49ca669c-2723-4488-abaf-427bab7a8c06,ORD-3187,"Valve Actuator - Low criticality / Low safety / Medium production impact (case 188)",Completed,Preventive,P400,Riyadh Plant,Control Room,EQ-1187,Valve Actuator,2026-08-20T13:00:00.000Z,2026-08-20T16:00:00.000Z,WC-CIVIL,Huda Al-Malki,Low,Low,Medium,Low,7,4.00,2050.00,SAR,17
16d46ae1-e027-4c85-8afd-b35d4e86e61c,ORD-3188,"Control Panel - Low criticality / Low safety / Low production impact (case 189)",Open,Predictive,P100,Jubail Plant,Pump Station,EQ-1188,Control Panel,2026-08-21T14:00:00.000Z,2026-08-21T18:00:00.000Z,WC-MECH,Abdullah Al-Amri,Low,Low,Low,Low,6,5.00,2300.00,SAR,18
252fb279-2628-45ed-aaf4-98caaab66554,ORD-3189,"Heat Exchanger - High criticality / High safety / High production impact (case 190)",InProcess,Corrective,P200,Yanbu Plant,Cooling Tower,EQ-1189,Heat Exchanger,2026-08-22T15:00:00.000Z,2026-08-22T20:00:00.000Z,WC-ELEC,Reem Al-Subaie,High,High,High,Urgent,100,6.00,2550.00,SAR,19
f551df93-0ae0-42d6-ba09-dfa2517bb9fe,ORD-3190,"Compressor Unit - High criticality / High safety / Medium production impact (case 191)",Planned,Preventive,P300,Dammam Plant,Compressor House,EQ-1190,Compressor Unit,2026-08-23T06:00:00.000Z,2026-08-23T12:00:00.000Z,WC-INST,Ahmed Al-Otaibi,High,High,Medium,Urgent,100,7.00,2800.00,SAR,20
4d2d11be-8e16-4dbd-81fa-b8166e55e957,ORD-3191,"Conveyor Motor - High criticality / High safety / Low production impact (case 192)",Completed,Predictive,P400,Riyadh Plant,Line 1,EQ-1191,Conveyor Motor,2026-08-24T07:00:00.000Z,2026-08-24T14:00:00.000Z,WC-CIVIL,Sara Al-Qahtani,High,High,Low,Urgent,100,8.00,3050.00,SAR,21
d50c9107-c7cf-454b-ad2e-a0dba5cf75fc,ORD-3192,"Backup Generator - Medium criticality / High safety / High production impact (case 193)",Open,Corrective,P100,Jubail Plant,Line 2,EQ-1192,Backup Generator,2026-08-25T08:00:00.000Z,2026-08-25T10:00:00.000Z,WC-MECH,Mohammed Al-Harbi,Medium,High,High,Urgent,100,1.00,3300.00,SAR,22
1d51369c-e86b-4500-88fc-19778b09b2a8,ORD-3193,"Packaging Machine - Medium criticality / High safety / Medium production impact (case 194)",InProcess,Preventive,P200,Yanbu Plant,Boiler Room,EQ-1193,Packaging Machine,2026-08-26T09:00:00.000Z,2026-08-26T12:00:00.000Z,WC-ELEC,Fatimah Al-Zahrani,Medium,High,Medium,Urgent,100,2.00,3550.00,SAR,23
0df3495a-5e81-42e9-80ee-2cc86fce110d,ORD-3194,"Pressure Sensor - Medium criticality / High safety / Low production impact (case 195)",Planned,Predictive,P300,Dammam Plant,Utility Yard,EQ-1194,Pressure Sensor,2026-08-27T10:00:00.000Z,2026-08-27T14:00:00.000Z,WC-INST,Khalid Al-Dosari,Medium,High,Low,Urgent,100,3.00,3800.00,SAR,24
40aa3984-1c07-4344-902d-edfaa027cd7e,ORD-3195,"Pump Station Motor - Low criticality / High safety / High production impact (case 196)",Completed,Corrective,P400,Riyadh Plant,Packaging Hall,EQ-1195,Pump Station Motor,2026-08-28T11:00:00.000Z,2026-08-28T16:00:00.000Z,WC-CIVIL,Noura Al-Shehri,Low,High,High,Urgent,100,4.00,4050.00,SAR,25
8b75a2f0-2d8b-4ee5-a429-3f07cf1ec22e,ORD-3196,"Cooling Tower Fan - Low criticality / High safety / Medium production impact (case 197)",Open,Preventive,P100,Jubail Plant,Tank Farm,EQ-1196,Cooling Tower Fan,2026-08-29T12:00:00.000Z,2026-08-29T18:00:00.000Z,WC-MECH,Faisal Al-Ghamdi,Low,High,Medium,Urgent,100,5.00,4300.00,SAR,26
d6ddd031-9b3b-4f23-9ecb-ac2a4e655574,ORD-3197,"Valve Actuator - Low criticality / High safety / Low production impact (case 198)",InProcess,Predictive,P200,Yanbu Plant,Control Room,EQ-1197,Valve Actuator,2026-08-30T13:00:00.000Z,2026-08-30T20:00:00.000Z,WC-ELEC,Huda Al-Malki,Low,High,Low,Urgent,100,6.00,4550.00,SAR,27
e9340934-742e-4ef9-aa99-ed0908db3cad,ORD-3198,"Control Panel - High criticality / Medium safety / High production impact (case 199)",Planned,Corrective,P300,Dammam Plant,Pump Station,EQ-1198,Control Panel,2026-08-31T14:00:00.000Z,2026-08-31T16:00:00.000Z,WC-INST,Abdullah Al-Amri,High,Medium,High,High,15,7.00,4800.00,SAR,28
fbf75ceb-8ae1-4811-a841-33bfe72a0ac7,ORD-3199,"Heat Exchanger - High criticality / Medium safety / Medium production impact (case 200)",Completed,Preventive,P400,Riyadh Plant,Cooling Tower,EQ-1199,Heat Exchanger,2026-09-01T15:00:00.000Z,2026-09-01T18:00:00.000Z,WC-CIVIL,Reem Al-Subaie,High,Medium,Medium,High,14,8.00,5050.00,SAR,29
